date,team,request_type,team_request_type,volume
2022-02-01 00:00:00,Team C,Request 8,Team C - Request 8,764
2022-02-01 00:00:00,Team B,Request 1,Team B - Request 1,69
2022-02-01 00:00:00,Team A,Request 20,Team A - Request 20,564
2022-02-01 00:00:00,Team A,Request 19,Team A - Request 19,457
2022-02-01 00:00:00,Team A,Request 18,Team A - Request 18,276
2022-02-01 00:00:00,Team A,Request 17,Team A - Request 17,561
2022-02-01 00:00:00,Team A,Request 16,Team A - Request 16,831
2022-02-01 00:00:00,Team A,Request 15,Team A - Request 15,890
2022-02-01 00:00:00,Team A,Request 14,Team A - Request 14,779
2022-02-01 00:00:00,Team A,Request 12,Team A - Request 12,17
2022-02-01 00:00:00,Team A,Request 11,Team A - Request 11,396
2022-02-01 00:00:00,Team A,Request 10,Team A - Request 10,995
2022-02-01 00:00:00,Team A,Request 9,Team A - Request 9,668
2022-02-01 00:00:00,Team A,Request 8,Team A - Request 8,657
2022-02-01 00:00:00,Team A,Request 7,Team A - Request 7,947
2022-02-01 00:00:00,Team A,Request 6,Team A - Request 6,999
2022-02-01 00:00:00,Team A,Request 5,Team A - Request 5,759
2022-02-01 00:00:00,Team A,Request 4,Team A - Request 4,594
2022-02-01 00:00:00,Team A,Request 3,Team A - Request 3,806
2022-02-01 00:00:00,Team A,Request 2,Team A - Request 2,123
2022-02-01 00:00:00,Team A,Request 1,Team A - Request 1,77
2022-02-01 00:00:00,Team C,Request 9,Team C - Request 9,397
2022-02-01 00:00:00,Team B,Request 2,Team B - Request 2,980
2022-02-01 00:00:00,Team B,Request 3,Team B - Request 3,89
2022-02-01 00:00:00,Team A,Request 13,Team A - Request 13,336
2022-02-01 00:00:00,Team B,Request 5,Team B - Request 5,859
2022-02-01 00:00:00,Team B,Request 4,Team B - Request 4,70
2022-02-01 00:00:00,Team C,Request 6,Team C - Request 6,521
2022-02-01 00:00:00,Team C,Request 5,Team C - Request 5,309
2022-02-01 00:00:00,Team C,Request 4,Team C - Request 4,707
2022-02-01 00:00:00,Team C,Request 3,Team C - Request 3,725
2022-02-01 00:00:00,Team C,Request 2,Team C - Request 2,338
2022-02-01 00:00:00,Team C,Request 1,Team C - Request 1,758
2022-02-01 00:00:00,Team B,Request 20,Team B - Request 20,62
2022-02-01 00:00:00,Team B,Request 19,Team B - Request 19,865
2022-02-01 00:00:00,Team B,Request 18,Team B - Request 18,618
2022-02-01 00:00:00,Team B,Request 17,Team B - Request 17,228
2022-02-01 00:00:00,Team C,Request 7,Team C - Request 7,964
2022-02-01 00:00:00,Team B,Request 15,Team B - Request 15,454
2022-02-01 00:00:00,Team B,Request 16,Team B - Request 16,48
2022-02-01 00:00:00,Team B,Request 7,Team B - Request 7,449
2022-02-01 00:00:00,Team B,Request 8,Team B - Request 8,238
2022-02-01 00:00:00,Team B,Request 9,Team B - Request 9,665
2022-02-01 00:00:00,Team B,Request 10,Team B - Request 10,120
2022-02-01 00:00:00,Team B,Request 6,Team B - Request 6,267
2022-02-01 00:00:00,Team B,Request 12,Team B - Request 12,200
2022-02-01 00:00:00,Team B,Request 13,Team B - Request 13,578
2022-02-01 00:00:00,Team B,Request 14,Team B - Request 14,424
2022-02-01 00:00:00,Team B,Request 11,Team B - Request 11,455
2022-03-01 00:00:00,Team D,Request 5,Team D - Request 5,814
2022-03-01 00:00:00,Team D,Request 12,Team D - Request 12,60
2022-03-01 00:00:00,Team D,Request 11,Team D - Request 11,129
2022-03-01 00:00:00,Team D,Request 10,Team D - Request 10,546
2022-03-01 00:00:00,Team D,Request 9,Team D - Request 9,552
2022-03-01 00:00:00,Team D,Request 8,Team D - Request 8,413
2022-03-01 00:00:00,Team D,Request 13,Team D - Request 13,831
2022-03-01 00:00:00,Team D,Request 7,Team D - Request 7,209
2022-03-01 00:00:00,Team D,Request 6,Team D - Request 6,589
2022-03-01 00:00:00,Team D,Request 4,Team D - Request 4,354
2022-03-01 00:00:00,Team C,Request 18,Team C - Request 18,197
2022-03-01 00:00:00,Team D,Request 2,Team D - Request 2,308
2022-03-01 00:00:00,Team D,Request 1,Team D - Request 1,721
2022-03-01 00:00:00,Team C,Request 20,Team C - Request 20,432
2022-03-01 00:00:00,Team C,Request 19,Team C - Request 19,95
2022-03-01 00:00:00,Team C,Request 17,Team C - Request 17,812
2022-03-01 00:00:00,Team C,Request 16,Team C - Request 16,794
2022-03-01 00:00:00,Team C,Request 15,Team C - Request 15,850
2022-03-01 00:00:00,Team C,Request 14,Team C - Request 14,977
2022-03-01 00:00:00,Team C,Request 13,Team C - Request 13,655
2022-03-01 00:00:00,Team D,Request 14,Team D - Request 14,329
2022-03-01 00:00:00,Team D,Request 3,Team D - Request 3,403
2022-03-01 00:00:00,Team D,Request 15,Team D - Request 15,116
2022-03-01 00:00:00,Team C,Request 12,Team C - Request 12,941
2022-03-01 00:00:00,Team D,Request 17,Team D - Request 17,77
2022-03-01 00:00:00,Team E,Request 19,Team E - Request 19,870
2022-03-01 00:00:00,Team E,Request 18,Team E - Request 18,857
2022-03-01 00:00:00,Team E,Request 17,Team E - Request 17,763
2022-03-01 00:00:00,Team E,Request 16,Team E - Request 16,921
2022-03-01 00:00:00,Team E,Request 15,Team E - Request 15,599
2022-03-01 00:00:00,Team E,Request 14,Team E - Request 14,339
2022-03-01 00:00:00,Team E,Request 13,Team E - Request 13,549
2022-03-01 00:00:00,Team E,Request 12,Team E - Request 12,223
2022-03-01 00:00:00,Team E,Request 11,Team E - Request 11,225
2022-03-01 00:00:00,Team E,Request 10,Team E - Request 10,339
2022-03-01 00:00:00,Team D,Request 16,Team D - Request 16,748
2022-03-01 00:00:00,Team E,Request 9,Team E - Request 9,891
2022-03-01 00:00:00,Team E,Request 7,Team E - Request 7,856
2022-03-01 00:00:00,Team E,Request 6,Team E - Request 6,850
2022-03-01 00:00:00,Team E,Request 5,Team E - Request 5,150
2022-03-01 00:00:00,Team E,Request 4,Team E - Request 4,188
2022-03-01 00:00:00,Team E,Request 3,Team E - Request 3,772
2022-03-01 00:00:00,Team E,Request 2,Team E - Request 2,404
2022-03-01 00:00:00,Team E,Request 1,Team E - Request 1,390
2022-03-01 00:00:00,Team D,Request 20,Team D - Request 20,716
2022-03-01 00:00:00,Team D,Request 19,Team D - Request 19,548
2022-03-01 00:00:00,Team D,Request 18,Team D - Request 18,335
2022-03-01 00:00:00,Team E,Request 8,Team E - Request 8,734
2022-03-01 00:00:00,Team C,Request 11,Team C - Request 11,581
2022-03-01 00:00:00,Team E,Request 20,Team E - Request 20,613
2022-03-01 00:00:00,Team C,Request 9,Team C - Request 9,615
2022-03-01 00:00:00,Team B,Request 2,Team B - Request 2,492
2022-03-01 00:00:00,Team B,Request 1,Team B - Request 1,155
2022-03-01 00:00:00,Team A,Request 20,Team A - Request 20,983
2022-03-01 00:00:00,Team A,Request 19,Team A - Request 19,630
2022-03-01 00:00:00,Team A,Request 18,Team A - Request 18,559
2022-03-01 00:00:00,Team A,Request 17,Team A - Request 17,585
2022-03-01 00:00:00,Team A,Request 16,Team A - Request 16,365
2022-03-01 00:00:00,Team A,Request 15,Team A - Request 15,852
2022-03-01 00:00:00,Team A,Request 14,Team A - Request 14,14
2022-03-01 00:00:00,Team A,Request 13,Team A - Request 13,363
2022-03-01 00:00:00,Team B,Request 3,Team B - Request 3,631
2022-03-01 00:00:00,Team A,Request 12,Team A - Request 12,457
2022-03-01 00:00:00,Team A,Request 10,Team A - Request 10,415
2022-03-01 00:00:00,Team A,Request 9,Team A - Request 9,537
2022-03-01 00:00:00,Team A,Request 8,Team A - Request 8,140
2022-03-01 00:00:00,Team A,Request 7,Team A - Request 7,871
2022-03-01 00:00:00,Team A,Request 6,Team A - Request 6,528
2022-03-01 00:00:00,Team A,Request 5,Team A - Request 5,264
2022-03-01 00:00:00,Team A,Request 4,Team A - Request 4,618
2022-03-01 00:00:00,Team A,Request 3,Team A - Request 3,348
2022-03-01 00:00:00,Team A,Request 2,Team A - Request 2,898
2022-03-01 00:00:00,Team A,Request 1,Team A - Request 1,438
2022-03-01 00:00:00,Team A,Request 11,Team A - Request 11,171
2022-03-01 00:00:00,Team B,Request 4,Team B - Request 4,92
2022-03-01 00:00:00,Team C,Request 10,Team C - Request 10,882
2022-03-01 00:00:00,Team B,Request 6,Team B - Request 6,46
2022-03-01 00:00:00,Team C,Request 8,Team C - Request 8,979
2022-03-01 00:00:00,Team C,Request 7,Team C - Request 7,542
2022-03-01 00:00:00,Team C,Request 6,Team C - Request 6,16
2022-03-01 00:00:00,Team C,Request 5,Team C - Request 5,657
2022-03-01 00:00:00,Team C,Request 4,Team C - Request 4,189
2022-03-01 00:00:00,Team C,Request 3,Team C - Request 3,311
2022-03-01 00:00:00,Team C,Request 2,Team C - Request 2,992
2022-03-01 00:00:00,Team C,Request 1,Team C - Request 1,658
2022-03-01 00:00:00,Team B,Request 20,Team B - Request 20,468
2022-03-01 00:00:00,Team B,Request 19,Team B - Request 19,416
2022-03-01 00:00:00,Team B,Request 18,Team B - Request 18,646
2022-03-01 00:00:00,Team B,Request 5,Team B - Request 5,645
2022-03-01 00:00:00,Team B,Request 16,Team B - Request 16,697
2022-03-01 00:00:00,Team B,Request 15,Team B - Request 15,134
2022-03-01 00:00:00,Team B,Request 14,Team B - Request 14,263
2022-03-01 00:00:00,Team B,Request 13,Team B - Request 13,848
2022-03-01 00:00:00,Team B,Request 12,Team B - Request 12,33
2022-03-01 00:00:00,Team B,Request 11,Team B - Request 11,979
2022-03-01 00:00:00,Team B,Request 10,Team B - Request 10,740
2022-03-01 00:00:00,Team B,Request 9,Team B - Request 9,679
2022-03-01 00:00:00,Team B,Request 8,Team B - Request 8,27
2022-03-01 00:00:00,Team B,Request 7,Team B - Request 7,610
2022-03-01 00:00:00,Team B,Request 17,Team B - Request 17,919
2022-04-01 00:00:00,Team D,Request 6,Team D - Request 6,638
2022-04-01 00:00:00,Team D,Request 7,Team D - Request 7,151
2022-04-01 00:00:00,Team D,Request 8,Team D - Request 8,763
2022-04-01 00:00:00,Team D,Request 13,Team D - Request 13,1000
2022-04-01 00:00:00,Team D,Request 10,Team D - Request 10,633
2022-04-01 00:00:00,Team D,Request 11,Team D - Request 11,284
2022-04-01 00:00:00,Team D,Request 12,Team D - Request 12,192
2022-04-01 00:00:00,Team D,Request 5,Team D - Request 5,69
2022-04-01 00:00:00,Team D,Request 9,Team D - Request 9,764
2022-04-01 00:00:00,Team D,Request 4,Team D - Request 4,498
2022-04-01 00:00:00,Team C,Request 18,Team C - Request 18,182
2022-04-01 00:00:00,Team D,Request 2,Team D - Request 2,592
2022-04-01 00:00:00,Team D,Request 1,Team D - Request 1,540
2022-04-01 00:00:00,Team C,Request 20,Team C - Request 20,469
2022-04-01 00:00:00,Team C,Request 19,Team C - Request 19,548
2022-04-01 00:00:00,Team C,Request 17,Team C - Request 17,102
2022-04-01 00:00:00,Team C,Request 16,Team C - Request 16,32
2022-04-01 00:00:00,Team C,Request 15,Team C - Request 15,990
2022-04-01 00:00:00,Team C,Request 14,Team C - Request 14,461
2022-04-01 00:00:00,Team C,Request 13,Team C - Request 13,188
2022-04-01 00:00:00,Team D,Request 14,Team D - Request 14,725
2022-04-01 00:00:00,Team D,Request 3,Team D - Request 3,831
2022-04-01 00:00:00,Team D,Request 15,Team D - Request 15,303
2022-04-01 00:00:00,Team E,Request 7,Team E - Request 7,977
2022-04-01 00:00:00,Team D,Request 17,Team D - Request 17,113
2022-04-01 00:00:00,Team E,Request 19,Team E - Request 19,299
2022-04-01 00:00:00,Team E,Request 18,Team E - Request 18,341
2022-04-01 00:00:00,Team E,Request 17,Team E - Request 17,272
2022-04-01 00:00:00,Team E,Request 16,Team E - Request 16,420
2022-04-01 00:00:00,Team E,Request 15,Team E - Request 15,698
2022-04-01 00:00:00,Team E,Request 14,Team E - Request 14,974
2022-04-01 00:00:00,Team E,Request 13,Team E - Request 13,567
2022-04-01 00:00:00,Team E,Request 12,Team E - Request 12,717
2022-04-01 00:00:00,Team E,Request 11,Team E - Request 11,249
2022-04-01 00:00:00,Team E,Request 10,Team E - Request 10,982
2022-04-01 00:00:00,Team D,Request 16,Team D - Request 16,570
2022-04-01 00:00:00,Team E,Request 9,Team E - Request 9,406
2022-04-01 00:00:00,Team C,Request 12,Team C - Request 12,328
2022-04-01 00:00:00,Team E,Request 6,Team E - Request 6,911
2022-04-01 00:00:00,Team E,Request 5,Team E - Request 5,667
2022-04-01 00:00:00,Team E,Request 4,Team E - Request 4,591
2022-04-01 00:00:00,Team E,Request 3,Team E - Request 3,864
2022-04-01 00:00:00,Team E,Request 2,Team E - Request 2,502
2022-04-01 00:00:00,Team E,Request 1,Team E - Request 1,844
2022-04-01 00:00:00,Team D,Request 20,Team D - Request 20,937
2022-04-01 00:00:00,Team D,Request 19,Team D - Request 19,755
2022-04-01 00:00:00,Team D,Request 18,Team D - Request 18,174
2022-04-01 00:00:00,Team E,Request 8,Team E - Request 8,510
2022-04-01 00:00:00,Team C,Request 11,Team C - Request 11,223
2022-04-01 00:00:00,Team E,Request 20,Team E - Request 20,558
2022-04-01 00:00:00,Team C,Request 9,Team C - Request 9,267
2022-04-01 00:00:00,Team B,Request 2,Team B - Request 2,488
2022-04-01 00:00:00,Team B,Request 1,Team B - Request 1,589
2022-04-01 00:00:00,Team A,Request 20,Team A - Request 20,575
2022-04-01 00:00:00,Team A,Request 19,Team A - Request 19,468
2022-04-01 00:00:00,Team A,Request 18,Team A - Request 18,253
2022-04-01 00:00:00,Team A,Request 17,Team A - Request 17,75
2022-04-01 00:00:00,Team A,Request 16,Team A - Request 16,689
2022-04-01 00:00:00,Team A,Request 15,Team A - Request 15,267
2022-04-01 00:00:00,Team A,Request 14,Team A - Request 14,554
2022-04-01 00:00:00,Team A,Request 13,Team A - Request 13,908
2022-04-01 00:00:00,Team B,Request 3,Team B - Request 3,459
2022-04-01 00:00:00,Team A,Request 12,Team A - Request 12,163
2022-04-01 00:00:00,Team A,Request 10,Team A - Request 10,922
2022-04-01 00:00:00,Team A,Request 9,Team A - Request 9,202
2022-04-01 00:00:00,Team A,Request 8,Team A - Request 8,726
2022-04-01 00:00:00,Team A,Request 7,Team A - Request 7,86
2022-04-01 00:00:00,Team A,Request 6,Team A - Request 6,102
2022-04-01 00:00:00,Team A,Request 5,Team A - Request 5,408
2022-04-01 00:00:00,Team A,Request 4,Team A - Request 4,166
2022-04-01 00:00:00,Team A,Request 3,Team A - Request 3,377
2022-04-01 00:00:00,Team A,Request 2,Team A - Request 2,552
2022-04-01 00:00:00,Team A,Request 1,Team A - Request 1,742
2022-04-01 00:00:00,Team A,Request 11,Team A - Request 11,806
2022-04-01 00:00:00,Team B,Request 4,Team B - Request 4,23
2022-04-01 00:00:00,Team C,Request 10,Team C - Request 10,607
2022-04-01 00:00:00,Team B,Request 6,Team B - Request 6,460
2022-04-01 00:00:00,Team C,Request 8,Team C - Request 8,181
2022-04-01 00:00:00,Team C,Request 7,Team C - Request 7,723
2022-04-01 00:00:00,Team C,Request 6,Team C - Request 6,492
2022-04-01 00:00:00,Team C,Request 5,Team C - Request 5,95
2022-04-01 00:00:00,Team C,Request 4,Team C - Request 4,805
2022-04-01 00:00:00,Team C,Request 3,Team C - Request 3,357
2022-04-01 00:00:00,Team B,Request 5,Team B - Request 5,779
2022-04-01 00:00:00,Team C,Request 1,Team C - Request 1,210
2022-04-01 00:00:00,Team B,Request 20,Team B - Request 20,404
2022-04-01 00:00:00,Team B,Request 19,Team B - Request 19,946
2022-04-01 00:00:00,Team B,Request 18,Team B - Request 18,294
2022-04-01 00:00:00,Team C,Request 2,Team C - Request 2,638
2022-04-01 00:00:00,Team B,Request 16,Team B - Request 16,425
2022-04-01 00:00:00,Team B,Request 15,Team B - Request 15,788
2022-04-01 00:00:00,Team B,Request 14,Team B - Request 14,827
2022-04-01 00:00:00,Team B,Request 13,Team B - Request 13,344
2022-04-01 00:00:00,Team B,Request 12,Team B - Request 12,874
2022-04-01 00:00:00,Team B,Request 11,Team B - Request 11,965
2022-04-01 00:00:00,Team B,Request 10,Team B - Request 10,743
2022-04-01 00:00:00,Team B,Request 9,Team B - Request 9,543
2022-04-01 00:00:00,Team B,Request 8,Team B - Request 8,666
2022-04-01 00:00:00,Team B,Request 7,Team B - Request 7,897
2022-04-01 00:00:00,Team B,Request 17,Team B - Request 17,282
2022-05-01 00:00:00,Team D,Request 5,Team D - Request 5,323
2022-05-01 00:00:00,Team D,Request 6,Team D - Request 6,292
2022-05-01 00:00:00,Team D,Request 7,Team D - Request 7,138
2022-05-01 00:00:00,Team D,Request 8,Team D - Request 8,722
2022-05-01 00:00:00,Team D,Request 13,Team D - Request 13,686
2022-05-01 00:00:00,Team D,Request 10,Team D - Request 10,433
2022-05-01 00:00:00,Team D,Request 11,Team D - Request 11,37
2022-05-01 00:00:00,Team D,Request 12,Team D - Request 12,845
2022-05-01 00:00:00,Team D,Request 9,Team D - Request 9,83
2022-05-01 00:00:00,Team D,Request 4,Team D - Request 4,695
2022-05-01 00:00:00,Team C,Request 12,Team C - Request 12,141
2022-05-01 00:00:00,Team D,Request 2,Team D - Request 2,614
2022-05-01 00:00:00,Team D,Request 1,Team D - Request 1,592
2022-05-01 00:00:00,Team C,Request 20,Team C - Request 20,605
2022-05-01 00:00:00,Team C,Request 19,Team C - Request 19,955
2022-05-01 00:00:00,Team C,Request 18,Team C - Request 18,242
2022-05-01 00:00:00,Team C,Request 17,Team C - Request 17,186
2022-05-01 00:00:00,Team C,Request 16,Team C - Request 16,658
2022-05-01 00:00:00,Team C,Request 15,Team C - Request 15,108
2022-05-01 00:00:00,Team C,Request 14,Team C - Request 14,456
2022-05-01 00:00:00,Team C,Request 13,Team C - Request 13,391
2022-05-01 00:00:00,Team D,Request 14,Team D - Request 14,849
2022-05-01 00:00:00,Team D,Request 3,Team D - Request 3,152
2022-05-01 00:00:00,Team D,Request 15,Team D - Request 15,555
2022-05-01 00:00:00,Team E,Request 7,Team E - Request 7,867
2022-05-01 00:00:00,Team D,Request 17,Team D - Request 17,508
2022-05-01 00:00:00,Team C,Request 11,Team C - Request 11,763
2022-05-01 00:00:00,Team E,Request 19,Team E - Request 19,624
2022-05-01 00:00:00,Team E,Request 18,Team E - Request 18,143
2022-05-01 00:00:00,Team E,Request 17,Team E - Request 17,262
2022-05-01 00:00:00,Team E,Request 16,Team E - Request 16,183
2022-05-01 00:00:00,Team E,Request 15,Team E - Request 15,230
2022-05-01 00:00:00,Team E,Request 14,Team E - Request 14,757
2022-05-01 00:00:00,Team E,Request 13,Team E - Request 13,79
2022-05-01 00:00:00,Team E,Request 12,Team E - Request 12,269
2022-05-01 00:00:00,Team E,Request 11,Team E - Request 11,459
2022-05-01 00:00:00,Team D,Request 16,Team D - Request 16,348
2022-05-01 00:00:00,Team E,Request 10,Team E - Request 10,396
2022-05-01 00:00:00,Team E,Request 8,Team E - Request 8,442
2022-05-01 00:00:00,Team E,Request 6,Team E - Request 6,698
2022-05-01 00:00:00,Team E,Request 5,Team E - Request 5,65
2022-05-01 00:00:00,Team E,Request 4,Team E - Request 4,790
2022-05-01 00:00:00,Team E,Request 3,Team E - Request 3,406
2022-05-01 00:00:00,Team E,Request 2,Team E - Request 2,277
2022-05-01 00:00:00,Team E,Request 1,Team E - Request 1,439
2022-05-01 00:00:00,Team D,Request 20,Team D - Request 20,710
2022-05-01 00:00:00,Team D,Request 19,Team D - Request 19,188
2022-05-01 00:00:00,Team D,Request 18,Team D - Request 18,645
2022-05-01 00:00:00,Team E,Request 9,Team E - Request 9,976
2022-05-01 00:00:00,Team E,Request 20,Team E - Request 20,972
2022-05-01 00:00:00,Team C,Request 10,Team C - Request 10,810
2022-05-01 00:00:00,Team C,Request 8,Team C - Request 8,464
2022-05-01 00:00:00,Team B,Request 1,Team B - Request 1,382
2022-05-01 00:00:00,Team A,Request 20,Team A - Request 20,223
2022-05-01 00:00:00,Team A,Request 19,Team A - Request 19,745
2022-05-01 00:00:00,Team A,Request 18,Team A - Request 18,20
2022-05-01 00:00:00,Team A,Request 17,Team A - Request 17,452
2022-05-01 00:00:00,Team A,Request 16,Team A - Request 16,208
2022-05-01 00:00:00,Team A,Request 15,Team A - Request 15,187
2022-05-01 00:00:00,Team A,Request 14,Team A - Request 14,249
2022-05-01 00:00:00,Team A,Request 12,Team A - Request 12,835
2022-05-01 00:00:00,Team A,Request 11,Team A - Request 11,294
2022-05-01 00:00:00,Team A,Request 10,Team A - Request 10,227
2022-05-01 00:00:00,Team A,Request 9,Team A - Request 9,511
2022-05-01 00:00:00,Team A,Request 8,Team A - Request 8,849
2022-05-01 00:00:00,Team A,Request 7,Team A - Request 7,250
